城市,省份,板块,维度,状态,条件说明,来源名称/链接,来源日期
泸州,四川,提取,租房提取限额,支持,无房租住商品房上限为单身1500元/月18000元/年、已婚2000元/月24000元/年；可按月或按年提取，公租房按实际房租。,,
泸州,四川,提取,多孩租房上浮,支持,二孩家庭上限2500元/月、30000元/年，三孩及以上3000元/月、36000元/年；申请时除子女个数外至少应有1名未成年子女。,,
泸州,四川,提取,加装电梯提取,支持,增设电梯自取得特种设备使用登记证起一年内提取一次，不超实际支付分摊金额；2025年9月起拓宽至老旧电梯更新改造。,,
泸州,四川,提取,车位购置提取,不支持,提取管理办法未将购买车位（库）列入提取范围；市中心2026年7月答复称修订征求意见稿未纳入车位，泸州暂无此政策。,,
泸州,四川,提取,大病救助提取,支持,缴存人或配偶、双方父母、子女患重大疾病致生活严重困难的，自费用结算起一年内可提取，合计不超个人负担医疗费用。,,
泸州,四川,提取,既提又贷,支持,2025年9月19日起支持“又提又贷”：使用公积金贷款购房的可提取首付款，已提取首付的可申请公积金贷款，有效期至2029年4月30日。,,
泸州,四川,提取,首付直付,支持,使用本市公积金贷款（含组合贷款）购买期房的，可提取公积金直接支付购房首付款；商品房买卖合同网签后，提取资金直接划转至房地产开发企业预售资金监管账户。,,
泸州,四川,提取,代际互助,支持,缴存人及配偶在本市购买新建商品房、拆迁安置房、政策性保障住房的，购房一年内双方父母、子女可同时申请提取；已取消首套住房限制及公积金贷款结清前不得代际互提的限制。,,
泸州,四川,提取,按月冲还商贷,有条件支持,须为本市商业性住房贷款，且贷款银行在与中心联网的合作银行范围内（工行、农行、中行、建行、交行、泸州银行、邮储银行、泸州农商行） 泸州市自2022年11月1日起开展委托按月提取住房公积金偿还本市商业性个人住房贷款业务，签订协议后中心每月自动从账户余额提取约定金额划转至本人收款账户；2026年7月起合作银行由3家扩至8家。,,
泸州,四川,提取,物业费提取,不支持,泸州市公积金中心多次答复：现行提取范围主要包括购买、建造、翻建、大修自住住房，偿还住房贷款本息，支付房租，离休退休等，支付物业费不属于可提取范围。2026年6—7月《关于调整住房公积金提取政策的通知》征求意见期间收到3份增设物业费提取的建议，中心答复待修订后《住房公积金管理条例》正式发布后及时贯彻实施，故未采纳。目前不可办理。,,
泸州,四川,提取,住房装修提取,不支持,泸州市公积金中心2026年6月11日答复：暂不支持使用公积金用于住房装修，提取范围仅限购房、还贷、租房等情形，将结合运行实际调研论证。2026年8月18日《泸州市住房公积金管理委员会关于调整住房公积金提取政策的通知》扩展事项仅新增购房契税和住宅专项维修资金，未纳入装修，有效期至2029年4月30日。现行仅可大修/翻建。,,
泸州,四川,缴存-灵活就业,支持,,泸州市住房公积金管理中心-泸州市灵活就业人员住房公积金缴存使用管理办法,https://zfgjj.luzhou.cn/zwgk/lzyj/bmwj/zxwj/content_24649,2025-01-15
泸州,四川,缴存-缓缴,支持,,泸州市住房公积金管理中心-单位降比、缓缴住房公积金办事指南,https://zfgjj.luzhou.cn/bszn/fwzn2/jc/content_26468,
乐山,四川,贷款,单双职工额度差异,支持,单方缴存最高80万元，双方缴存最高100万元,https://www.leshan.gov.cn/lsswszf/zfwj/92339096/819394018381893.html,政府网站
乐山,四川,贷款,首套二套额度差异,不支持,认贷不认房，首套二套贷款最高额度上限一致（单80万/双100万），仅利率不同,https://www.leshan.gov.cn/lsswszf/zfwj/92339096/819394018381893.html,政府网站
乐山,四川,贷款,绿色建筑上浮,未检索到,未检索到公开来源,,
乐山,四川,贷款,二孩家庭上浮,支持,多子女家庭（含二孩）单方缴存最高100万元、双方缴存最高120万元，较普通家庭上浮20万元,https://www.leshan.gov.cn/lsswszf/zfwj/92339096/819394018381893.html,政府网站
乐山,四川,贷款,三孩家庭上浮,支持,三孩属多子女家庭，单方缴存最高100万元、双方缴存最高120万元，上浮20万元,https://www.leshan.gov.cn/lsswszf/zfwj/92339096/819394018381893.html,政府网站
乐山,四川,贷款,人才青年上浮,有条件支持,仅劳模、工匠家庭贷款额度上浮20万元；在校大学生、大学毕业生、退役军人等青年群体享贷款利息补贴（贴息非额度上浮）,https://www.leshan.gov.cn/lsswszf/zfwj/92339096/819394018381893.html,政府网站
乐山,四川,贷款,家庭共享额度代际互助,支持,购买自住住房、老旧小区改造、加装电梯等情形，可提取房屋所有权人、配偶、父母（双方）及子女的住房公积金,https://www.leshan.gov.cn/lsswszf/zfwj/92339096/819394018381893.html,政府网站
乐山,四川,贷款,商转公,支持,支持异地缴存职工在乐山购房办理商业贷款转公积金贷款,https://www.leshan.gov.cn/lsswszf/zfwj/92339096/819394018381893.html,政府网站
乐山,四川,贷款,最长贷龄30年,支持,住房公积金贷款年限最长30年,https://szq.leshan.cn/Home/Article/jyt3f3SfeqPQYWKb9o7YPw==,其他新闻
乐山,四川,提取,购房一次性提取,有条件支持,非贷款购房3年内每年可提一次；商贷购房须在贷款发放后半年内一次性提取首付；已办公积金贷款的不得提取首付 非贷款购房自契税发票开具或不动产权证登记起3年内每年提取一次，累计不超实际已支付购房款；商贷购房自贷款发放之日起半年内一次性提取，不超实际已支付首付款。,,
乐山,四川,提取,租房提取限额,支持,无房职工租房自住每年提取一次，额度按管委会公布标准执行；现行标准单身12000元/年、已婚18000元/年，租住公共租赁住房按房租实际支出提取。,,
乐山,四川,提取,多孩租房上浮,支持,生育二孩、三孩家庭无自有产权住房租房自住的提取标准为24000元/年，高于已婚18000元/年、单身12000元/年。,,
乐山,四川,提取,加装电梯提取,支持,增设电梯自取得使用登记证后3年内提取一次，不超个人分摊实际支付费用；老旧小区改造自验收后3年内一次；2026年7月起含电梯更新。,,
乐山,四川,提取,大病救助提取,支持,缴存人本人、配偶、双方父母及子女患重大疾病的，自付医疗费用可申请提取本人、配偶、双方父母及子女公积金；2026年7月23日起重大疾病范围由25种扩大至35种。,,
乐山,四川,提取,首付直付,不支持,乐山未开通直划开发企业监管账户的直付首付模式；商贷须在贷款发放后半年内一次性提取首付（先垫后提），公积金贷款不得提取首付。,,
乐山,四川,提取,代际互助,有条件支持,限于共同购买同一产权住房，或老旧小区改造、加装/更新电梯、历史建筑修缮改造、重大疾病等情形 与配偶、父母、子女共同购买同一产权自住住房可提取；2026年7月起老旧小区改造、加装或更新电梯、历史建筑改造、大病等亦可提直系亲属公积金。,,
乐山,四川,提取,按月冲还商贷,不支持,《乐山市住房公积金提取管理办法》规定商贷还款满12期后每年可提取一次；按月对冲（冲还贷）仅适用于公积金贷款。官方确认商贷提取为按年划转，不支持商贷按月冲还。,,
乐山,四川,提取,物业费提取,支持,凡在乐山市缴存公积金的职工（含灵活缴存人员）均可申请提取本人公积金支付物业管理费，每年可提取1次、不超2000元。配偶也可提取本人账户。多套住房仍按定额每年最高一次、不超2000元；余额不足2000元的可提全部余额（取整百）。通过“乐山公积金”微信公众号或网上业务大厅零材料办理；线下需身份证件和Ⅰ类银行卡。2026年7月23日起施行。,,
乐山,四川,提取,住房装修提取,不支持,乐山未开放面向普通缴存人的全屋装修提取，仅支持城市更新与保护类改造：属乐山市老旧小区改造、加装电梯、电梯更新的，支付个人出资改造费用后三年内可提取产权人、配偶、父母（双方）及子女公积金；经认定的历史建筑及纳入保护名录的传统风貌建筑，合规修缮加固、装修改造的，产权人或实际使用人支付出资改造费用后三年内可提取。普通大修须危房鉴定。 乐山未开放面向普通缴存人的全屋装修提取，仅支持城市更新与保护类改造：属乐山市老旧小区改造、加装电梯、电梯更新的，支付个人出资改造费用后三年内可提取产权人、配偶、父母（双方）及子女公积金；经认定的历史建筑及纳入保护名录的传统风貌建筑，合规修缮加固、装修改造的，产权人或实际使用人支付出资改造费用后三年内可提取。普通大修须危房鉴定。,,
乐山,四川,提取,既提又贷,支持,2024年1月起实施又提又贷政策，2025年年度报告确认继续执行；个贷率达85%时暂停部分或全部政策（原阶段性文件曾执行至2025年12月31日）。,,
乐山,四川,提取,车位购置提取,支持,自2026年1月1日起，缴存人在乐山市行政区域内购买新建商品车位（库）的，在车位（库）买卖合同备案登记或取得不动产证三年内，可一次性申请据实提取本人及配偶住房公积金，每个车位（库）提取额最高不超过10万元。,,
乐山,四川,缴存-灵活就业,支持,,乐山市人民政府-乐山市灵活就业人员参加住房公积金制度试点管理办法,https://www.leshan.gov.cn/lsswszf/zfwj/92339096/6d640667f1dc49ceb088187de.html,2025-03-28
乐山,四川,缴存-缓缴,支持,,乐山市住房公积金管理中心-降低缴存比例和缓缴办事指南,https://www.leshan.gov.cn/lsswszf/jczn/60fe872db7ee4b2bba2aeb209/rBoA12lI6XiAeIEoAAHJQ4-NKjg399.pdf,2025
西安,陕西,贷款,单双职工额度差异,支持,,https://zfgjj.xa.gov.cn/xxgk/zcjd/2092542009973727234.html,政府网站
西安,陕西,贷款,首套二套额度差异,不支持,,https://zfgjj.xa.gov.cn/xxgk/zcjd/2092542009973727234.html,政府网站
西安,陕西,贷款,绿色建筑上浮,未检索到,未检索到公开来源,,空
西安,陕西,贷款,二孩家庭上浮,支持,,https://zfgjj.xa.gov.cn/xxgk/zcjd/2092542009973727234.html,政府网站
西安,陕西,贷款,三孩家庭上浮,支持,,https://zfgjj.xa.gov.cn/xxgk/zcjd/2092542009973727234.html,政府网站
西安,陕西,贷款,人才青年上浮,未检索到,未检索到公开来源,,空
西安,陕西,贷款,家庭共享额度代际互助,支持,,https://zjj.xa.gov.cn/zw/zfxxgkml/fgwj/bmwj/2092518292698750977.html,政府网站
西安,陕西,贷款,商转公,不支持,,https://m.xa.bendibao.com/job/104140.shtm,其他新闻
西安,陕西,贷款,最长贷龄30年,支持,,https://www.xa.gov.cn/gk/zfgb/2025ndyq/wjfb/1873984089307013121.html,政府网站
西安,陕西,提取,购房一次性提取,支持,2026年8月26日起购房提取申请时限由5年延长至10年，期限内可办理一次；无个人住房贷款的不超购房总价款，有贷款的不超合同规定的首付款金额。,,
西安,陕西,提取,租房提取限额,支持,2026年8月26日起无房租住商品住房额度由1500元/月提至2000元/月；公租房按实际房租支出；每年提取一次，账户须留三个月缴存额。,,
西安,陕西,提取,多孩租房上浮,支持,多子女家庭（2个及以上子女）租房提取在2000元/月基础上上浮20%，即不高于2400元/月；35周岁以下新市民、青年人同享20%上浮。,,
西安,陕西,提取,加装电梯提取,支持,2026年8月26日起由仅支持老旧小区加装电梯拓宽至电梯更新；自取得电梯使用登记证起5年内可提取一次，提取人为产权人及配偶、子女、父母，不超个人实际支付费用。,,
西安,陕西,提取,车位购置提取,未确认,现行《西安市住房公积金提取实施细则》未将购置车位（库）、储藏室列入提取情形，亦未检索到西安公积金中心发布的车位提取正式文件，仅有媒体综述提及，暂按未确认处理。,,
西安,陕西,提取,大病救助提取,有条件支持,须最近一年自付医疗费用已超出西安市在职职工上年度平均收入并造成家庭生活严重困难 患者本人及其配偶、子女、父母每年可提取一次，合计不超最近一年自付医疗费用；需提供二级以上医院诊断证明、病案首页复印件及当期医疗费用发票。,,
西安,陕西,提取,既提又贷,有条件支持,有个人住房贷款的，购房人及配偶、子女、父母累计提取总额限合同约定的首付款金额 细则规定有个人住房贷款时购房人及配偶、子女、父母累计提取不超合同首付款金额，即贷款购房仍可提取首付部分，并允许直付首付。,,
西安,陕西,提取,首付直付,支持,2026年8月26日起购买新建商品住房和二手住房均可提取公积金直接支付首付款，夫妻双方均可申请；二手房主购房人与配偶合计提取不超首付款总额，按资金监管协议划转。,,
西安,陕西,提取,代际互助,支持,购买、建造、翻建、大修自住住房的，购房人（产权人）及其配偶、子女、父母均可提取；加装或更新电梯亦含配偶、子女、父母，须提供同户户口簿、出生证或公证书等关系证明。,,
西安,陕西,提取,按月冲还商贷,有条件支持,仅限与中心联网可获取商贷数据的银行（建行、工行、中行、农行、光大、华夏、民生、西安、浦发、兴业、招商、浙商、秦农、中信等）签约。 西安公积金中心提供“住房公积金偿还商业住房贷款签约按月提取”服务，职工偿还商贷可签约按月提取，夫妻双方每月提取额合计不超过上月实际还款额；须为合作银行且能获取商贷数据方可签约，2025年6月已优化允许签约逐月提取。,,
西安,陕西,提取,物业费提取,不支持,《西安市住房公积金提取实施细则》第三条列举13项提取情形，住房消费类仅含购买、建造、翻建、大修自住住房和城镇老旧小区加建电梯，不含支付物业费。陕西省住房资金管理中心2026年4月7日答复缴存人咨询时明确：目前西安未开通住房公积金支付物业费提取项。新条例2026年9月20日施行后本地细则是否修订待观察。,,
西安,陕西,提取,住房装修提取,不支持,细则第三条不含普通装修，住房类仅限购买、建造、翻建、大修自住住房及城镇老旧小区加建电梯。大修须提供住建部门出具的房屋应大修证明或经鉴定为C级、D级的《房屋安全鉴定报告》及费用发票。陕西省住房资金管理中心答复缴存人明确：装修不在提取范围内，不可以房屋装修提取住房公积金。,,
西安,陕西,缴存-灵活就业,支持,,西安住房公积金管理中心关于印发《西安市灵活就业人员住房公积金缴存使用管理办法》的通知（西房金发〔2026〕20号）,https://zfgjj.xa.gov.cn/web_files/zfgjj/file/2026/04/20/202604201554116498632.pdf,2026-04-20
西安,陕西,缴存-缓缴,支持,,西安住房公积金管理中心办事指南——住房公积金缓缴,https://zfgjj.xa.gov.cn/hdjl/bszn/gjjjcbszn/5d8c79f1fd850812b3613454.html,2024-03-01
榆林,陕西,贷款,单双职工额度差异,支持,非灵活就业单方缴存最高60万元、双方缴存最高80万元；灵活就业单方40万、双方60万,https://zfgjj.yl.gov.cn/xwzx_0/zxdt/202505/t20250527_2002933.html,政府网站
榆林,陕西,贷款,首套二套额度差异,不支持,首套二套贷款最高额度上限一致（认贷不认房），不区分首套二套额度,https://zfgjj.yl.gov.cn/xwzx_0/zxdt/202505/t20250527_2002933.html,政府网站
榆林,陕西,贷款,绿色建筑上浮,支持,购买获得绿色建筑星级标识的新建绿色建筑自住住房，贷款金额在家庭可贷额度基础上上浮20%,https://zfgjj.yl.gov.cn/xwzx_0/zxdt/202505/t20250527_2002933.html,政府网站
榆林,陕西,贷款,二孩家庭上浮,支持,生育（抚育）二孩及以上未成年子女，贷款金额上浮10万元/孩（从第二孩算起）,https://zfgjj.yl.gov.cn/xwzx_0/zxdt/202505/t20250527_2002933.html,政府网站
榆林,陕西,贷款,三孩家庭上浮,支持,三孩家庭累计上浮20万元（二孩+10万，三孩再+10万）,https://zfgjj.yl.gov.cn/xwzx_0/zxdt/202505/t20250527_2002933.html,政府网站
榆林,陕西,贷款,人才青年上浮,支持,高层次人才家庭贷款上浮（顶尖/国家级领军不限额，省级/地方领军上浮20万元）；青年毕业生享缴存补贴,https://zfgjj.yl.gov.cn/xwzx_0/zxdt/202505/t20250527_2002933.html,政府网站
榆林,陕西,贷款,家庭共享额度代际互助,支持,缴存人及配偶、父母、子女购房后可提取公积金付首付；父母或子女可作为共同借款人共借,https://zfgjj.yl.gov.cn/xwzx_0/zxdt/202505/t20250527_2002933.html,政府网站
榆林,陕西,贷款,商转公,支持,支持商业贷款转公积金贷款及组合贷,https://www.yl.gov.cn/ywdt/ttxw/202508/t20250805_2025450.html,政府网站
榆林,陕西,贷款,最长贷龄30年,支持,贷款最长期限不得超过30年，且借款到期日不超过法定退休时间后5年,https://zfgjj.yl.gov.cn/zfxxgk/fdzdgknr/zcfg/zxwj/202504/t20250402_1985792.html,政府网站
榆林,陕西,提取,购房一次性提取,支持,购买自住住房累计提取金额不超实际支付的购房款，建造、翻建、大修的不超实际支付费用；每年可提取一次，其他类型提取额度为百元以上余额。,,
榆林,陕西,提取,租房提取限额,支持,在榆林市辖区范围内租赁住房每年可提取一次，夫妻双方年度合计不超3万元；取得住建部门租赁备案证明的按备案租金据实提取、不受3万元限制；可按月约定提取或按年提取。,,
榆林,陕西,提取,多孩租房上浮,未确认,榆林现行提取政策与“惠民十条”仅对多孩家庭提高贷款额度（从二孩起每孩上浮10万元），未检索到多子女家庭租房提取额度上浮的正式规定，暂按未确认处理。,,
榆林,陕西,提取,加装电梯提取,支持,城镇老旧小区改造及加装电梯的一次性提取金额不超个人实际出资金额；2023年扩大提取范围，房屋改造及加装电梯时可提取本人、配偶、父母、子女的住房公积金。,,
榆林,陕西,提取,车位购置提取,未确认,未检索到榆林市住房公积金管理中心关于购买车位（库）提取的正式规定，中心现行“提取额度”页面列举的提取情形中不含车位购置，暂按未确认处理。,,
榆林,陕西,提取,大病救助提取,支持,本人、配偶及直系亲属大病住院致生活困难的，提取总额不超个人应承担医疗费用；2025年新增9种大病及年报销超25万元的其他病种。,,
榆林,陕西,提取,既提又贷,支持,“惠民十条”支持又提又贷：缴存人及配偶、父母、子女购房申请公积金贷款后可提取公积金支付首付款，每次间隔12个月，累计不超首付。,,
榆林,陕西,提取,首付直付,未确认,榆林支持购房提取公积金支付首付款（含贷款后提取），但未检索到资金直接划转至房地产开发企业预售资金监管账户的“直付”模式正式规定，暂按未确认处理。,,
榆林,陕西,提取,代际互助,支持,购买、建造、翻建、大修自住住房本人账户余额不足时，可同时提取配偶、父母、子女账户余额，累计不超实际发生费用；2025年起贷款后支付首付亦可提取父母、子女公积金。,,
榆林,陕西,提取,按月冲还商贷,有条件支持,须正常还款满3个月后签约约定提取协议，月提取额不超过当月还款额 榆林市商贷偿还可选择'约定提取'，职工还款满3个月后协议委托中心每月办理一次提取，月提取额不超当月还款额；亦可选择按年提取。,,
榆林,陕西,提取,物业费提取,不支持,榆林市住房公积金管理中心官网办事指南列明提取条件共11项，为购买建造翻建大修自住住房、偿还购房贷款本息、租房、城镇老旧小区改造及加装电梯、死亡继承、出国定居、离退休、完全丧失劳动能力、灵活就业销户、离职、管委会规定的其他情形，不含物业费，且2019年版办法中的物业费条款已于2020年7月政策调整通告中取消。,,
榆林,陕西,提取,住房装修提取,不支持,现行《榆林市住房公积金提取管理办法》提取条件不含装修。2019年版办法曾允许装修提取（按1000元/㎡计提、最高不超过20万元、自装修合同签订一年以内、同一套住房只办理一次），2020年7月7日《关于榆林市住房公积金相关政策调整的通告》已取消；定边县管理部答复缴存人：房屋装修无法提取公积金。现仅可建造、翻建、大修，大修须危房鉴定。,,
榆林,陕西,缴存-灵活就业,支持,,榆林市灵活就业人员自愿缴存使用住房公积金试行办法,https://zfgjj.yl.gov.cn/zfxxgk/fdzdgknr/zcfg/zxwj/202505/t20250527_2002918.html,2025-05
榆林,陕西,缴存-缓缴,支持,缴存困难单位可申请降低缴存比例或缓缴，需经相关程序审批,榆林市住房公积金缴存管理办法（榆林市人民政府公报2025年第5期）,https://yl.gov.cn/zwgk/zfgb/2025n/d5q/202601/t20260105_2065810.html,2026-01
咸阳,陕西,贷款,单双职工额度差异,支持,单缴存职工家庭最高60万元，双缴存职工家庭最高65万元,https://zfgjj.xianyang.gov.cn/zwgk/fdzdgknr/zcwj_7988/xzgfxwj/202412/t20241220_1891448.html,政府网站
咸阳,陕西,贷款,首套二套额度差异,不支持,首套二套贷款最高额度上限一致（单60万/双65万），仅二套贷款成数降为70%（首套80%）,https://zfgjj.xianyang.gov.cn/zwgk/fdzdgknr/zcwj_7988/xzgfxwj/202412/t20241220_1891448.html,政府网站
咸阳,陕西,贷款,绿色建筑上浮,未检索到,未检索到公开来源,,
咸阳,陕西,贷款,二孩家庭上浮,支持,二孩及以上多子女家庭最高贷款额度上浮20%（可叠加以旧换新再上浮20%）,https://zfgjj.xianyang.gov.cn/zwgk/fdzdgknr/zcwj_7988/xzgfxwj/202412/t20241220_1891448.html,政府网站
咸阳,陕西,贷款,三孩家庭上浮,支持,三孩属二孩及以上多子女家庭，最高贷款额度上浮20%,https://zfgjj.xianyang.gov.cn/zwgk/fdzdgknr/zcwj_7988/xzgfxwj/202412/t20241220_1891448.html,政府网站
咸阳,陕西,贷款,人才青年上浮,未检索到,未检索到公开来源,,
咸阳,陕西,贷款,家庭共享额度代际互助,支持,,https://zfgjj.xianyang.gov.cn/ywzn/tqyw/202604/t20260424_2080612.html,政府网站
咸阳,陕西,贷款,商转公,支持,全面开展商转公贷款，四种担保方式（含顺位抵押直转），2026年4月修订细则,https://zfgjj.xianyang.gov.cn/ywzn/dkyw/202604/t20260410_2076696.html,政府网站
咸阳,陕西,贷款,最长贷龄30年,支持,购买普通商品住房、经济适用住房等最长贷款期限30年，可延至法定退休年龄后5年,https://zfgjj.xianyang.gov.cn/zwgk/fdzdgknr/zcwj_7988/xzgfxwj/202412/t20241220_1891448.html,政府网站
咸阳,陕西,提取,购房一次性提取,支持,自购房合同备案或不动产权证登记之日起5年内，每一自然年度可提取一次；全款不超购房合同总价或付款凭证总额，贷款购房不超首付款金额，部分提取须留存一个月缴存额。,,
咸阳,陕西,提取,租房提取限额,支持,居住地所在县市区无自住住房租住商品住房的，本人和配偶合计每年限额18000元；新市民、青年人及高层次人才30000元；公租房据实。,,
咸阳,陕西,提取,多孩租房上浮,未确认,咸阳现行细则仅对新市民、青年人和引进的高层次人才提高租房提取额度至3万元/年，多子女家庭仅享受贷款额度上浮20%，未检索到多孩家庭租房提取上浮的正式规定。,,
咸阳,陕西,提取,加装电梯提取,支持,城镇老旧小区改造加装电梯或老旧住宅电梯更新改造的，本人及配偶、父母、子女可提取，合计不超自行负担的实际支付费用；自改造审批文件下达之日起5年内可提取一次。,,
咸阳,陕西,提取,车位购置提取,不支持,2026年4月22日发布的《咸阳市住房公积金提取实施细则》列举的11类提取情形不含购买车位（库）、储藏室，亦未检索到咸阳关于车位提取的专项政策文件。,,
咸阳,陕西,提取,大病救助提取,支持,因十三种重大疾病造成家庭生活严重困难的，本人及配偶、父母、子女可提取，合计不超县级以上医院住院结算单个人负担部分总和；自住院费用结算起一年内申请，每年一次。,,
咸阳,陕西,提取,既提又贷,未确认,咸阳细则允许新建商品房预提公积金直付首付款，并规定提取的公积金应优先偿还公积金贷款本息，但未检索到咸阳“又提又贷”的明确政策表述，暂按未确认处理。,,
咸阳,陕西,提取,首付直付,支持,购买咸阳市行政区域内新建商品房、已签房屋认购协议且未付或未足额支付首付款的，可申请提取一次用于支付首付款，合计不超首付款金额，资金直接转入开发企业收款账户。,,
咸阳,陕西,提取,代际互助,支持,购买、建造、翻建、大修自住住房及加装/更新电梯、大病、突发事件情形，本人及配偶、父母、子女均可提取各自公积金，需关系证明。,,
咸阳,陕西,提取,按月冲还商贷,有条件支持,目前仅支持中国银行、农业银行、工商银行、建设银行、交通银行、邮储银行、招商银行、中信银行、浦发银行9家银行的商贷线上办理（按月约定提取） 咸阳市2026年6月接入全国住房公积金公共服务平台，偿还商贷提取支持'按月约定提取'（签约后每月自动提取上月商贷还款金额），目前限定9家合作银行线上办理。,,
咸阳,陕西,提取,物业费提取,不支持,《咸阳市住房公积金提取实施细则》（2026年4月22日发布并实施）第三条列举11项提取情形，住房消费类仅含购买、建造、翻建、大修自住住房，偿还购房贷款本息，无自住住房租房，城镇老旧小区改造加装电梯或老旧住宅电梯更新改造；不含支付物业费，也未设其他住房消费折算通道。,,
咸阳,陕西,提取,住房装修提取,不支持,实施细则第三条不含普通装修，住房类仅限购买、建造、翻建、大修自住住房；大修需提供住建部门出具的房屋应大修证明或经鉴定为C级、D级的《房屋安全鉴定报告》及相关费用发票，自发票开具之日起五年内每年可提取一次，总额不超过实际支出。另有老旧小区加装电梯、电梯更新改造提取，但不等于全屋装修。,,
咸阳,陕西,缴存-灵活就业,有条件支持,须在本市以灵活就业身份连续缴纳城镇职工基本养老保险满1年,咸阳市灵活就业人员参加住房公积金制度试点管理办法（咸房金发〔2024〕49号）,https://zfgjj.xianyang.gov.cn/zzb/zztzgg/202409/t20240930_1816678.html,2024-09
咸阳,陕西,缴存-缓缴,支持,单位缴存困难，可按程序申请缓缴,咸阳市住房公积金缴存管理实施细则,https://zfgjj.xianyang.gov.cn/zwgk/fdzdgknr/zcwj_7988/xzgfxwj/202604/t20260422_2079972.html,2026-04
宝鸡,陕西,贷款,单双职工额度差异,支持,双方缴存与单方缴存最高额度不同(双方80万、单方60万),https://www.baoji.gov.cn/bmpd/bjszfgjjglzx/zwfw/gjjdk/202604/t20260424_1265894.html,政府网站
宝鸡,陕西,贷款,首套二套额度差异,不支持,首套与二套最高额度相同、仅最低首付比例不同,https://www.baoji.gov.cn/bmpd/bjszfgjjglzx/zwfw/gjjdk/202604/t20260424_1265894.html,政府网站
宝鸡,陕西,贷款,绿色建筑上浮,未检索到,未检索到公开来源,,
宝鸡,陕西,贷款,二孩家庭上浮,支持,二孩及以上多子女家庭贷款最高额度上浮20%,https://zfgjj.baoji.gov.cn/zzzb/xwzx/202604/t20260424_1265702.html,政府网站
宝鸡,陕西,贷款,三孩家庭上浮,支持,二孩及以上多子女家庭含三孩贷款最高额度上浮20%,https://zfgjj.baoji.gov.cn/zzzb/xwzx/202604/t20260424_1265702.html,政府网站
宝鸡,陕西,贷款,人才青年上浮,未检索到,未检索到公开来源,,
宝鸡,陕西,贷款,家庭共享额度代际互助,支持,购买自住住房可提取购房人配偶及直系亲属住房公积金,https://zfgjj.baoji.gov.cn/col10989/col10990/col14757/col14761/202603/t20260331_1258899.html,政府网站
宝鸡,陕西,贷款,商转公,支持,商业性个人住房贷款可转住房公积金贷款,https://www.baoji.gov.cn/col34/zwfw/bsfw/detail.html?itemCode=d0579caf7e65c0dc9b01738383d87cb5,政府网站
宝鸡,陕西,贷款,最长贷龄30年,支持,住房公积金贷款期限最长30年,https://zfgjj.baoji.gov.cn/col10989/col10990/col14757/col14761/202603/t20260331_1258896.html,政府网站
宝鸡,陕西,提取,购房一次性提取,支持,新建商品房等自买卖合同签订之日起6年内、再交易住房和法拍房自不动产登记之日起6年内申请提取，提取总额不超购房人实际支付购房款；购房人及配偶、直系亲属均可提取。,,
宝鸡,陕西,提取,租房提取限额,支持,无自住住房职工租住商品房每年提取额不超2万元；租住公共租赁住房按当年实际支付房租金额提取；可按年自主提取或按月签约提取，每年可申请一次。,,
宝鸡,陕西,提取,多孩租房上浮,支持,无自住住房的多子女家庭（至少有一个未成年子女的二孩及以上家庭）租住商品房的，每年提取额不超3万元，高于普通家庭2万元、新市民青年人2.5万元的标准。,,
宝鸡,陕西,提取,加装电梯提取,支持,城市既有住宅加装或更新电梯的，产权人及其配偶、直系亲属可提取，提取总额不超加装或更新电梯实际支出金额；需提供不动产权证、主管部门批复文件及费用票据。,,
宝鸡,陕西,提取,车位购置提取,不支持,2026年4月1日施行的《宝鸡市住房公积金提取管理办法》列举的提取情形不含购置车位（库）、储藏室，亦未检索到宝鸡市关于车位提取的专项政策文件。,,
宝鸡,陕西,提取,大病救助提取,支持,因重大疾病致生活严重困难的，患者本人及配偶、直系亲属可提取；自出院起一年内申请，不超二甲及以上医院结算单个人负担部分。,,
宝鸡,陕西,提取,既提又贷,支持,购买新建商品房（预售）按揭（公积金或商贷均可）或一次性付清的，购房人本人、配偶及直系亲属可提取公积金直付首付，与贷款同步办理。,,
宝鸡,陕西,提取,首付直付,支持,签订《提取住房公积金支付购房首付款承诺书》后，购房人及配偶、直系亲属可提取一次账户余额直接支付预售商品房首付，只需补齐差额。,,
宝鸡,陕西,提取,代际互助,支持,购买新建商品房、再交易住房、法拍房的，购房人（产权人）及其配偶、直系亲属可提取；加装或更新电梯、大病等情形直系亲属亦可提取。,,
宝鸡,陕西,提取,按月冲还商贷,不支持,《宝鸡市住房公积金非销户提取》规定，偿还商业银行住房贷款在贷款结清前每年可申请提取，每年提取额不超过当年应还贷款本息；按月对冲（划转）仅适用于本地住房公积金贷款，商贷无按月冲还机制。,,
宝鸡,陕西,提取,物业费提取,不支持,《宝鸡市住房公积金提取管理办法》(41-05〔2026〕03号，2026年4月1日施行)第四条住房消费提取仅6项：购新建商品房/再交易住房/法拍房、购保障性住房/房改房/拆迁安置房/集资房、建造翻建大修自住住房、偿还住房贷款、无自住住房租房、城市既有住宅加装或更新电梯，不含物业费，也无其他住房消费通道。,,
